event_id,sport,home_team,away_team,venue_canonical,venue_city,venue_state,event_date,venue_lat,venue_lon
fake_59,nba,Detroit Pistons,Phoenix Suns,Little Caesars Arena,Detroit,MI,2027-05-04T19:00Z,42.341,-83.0553
fake_60,nba,Miami Heat,Memphis Grizzlies,Kaseya Center,Miami,FL,2027-09-13T19:00Z,25.7814,-80.187
fake_61,nba,Los Angeles Lakers,Denver Nuggets,crypto.com Arena,Los Angeles,CA,2027-10-13T19:00Z,34.043,-118.2673
fake_62,nba,Miami Heat,Portland Trail Blazers,Kaseya Center,Miami,FL,2028-11-18T19:00Z,25.7814,-80.187
fake_63,nfl,Detroit Lions,Phoenix Suns,Ford Field,Detroit,MI,2027-09-06T19:00Z,42.34,-83.0456
fake_64,nba,Philadelphia 76ers,Detroit Pistons,Xfinity Mobile Arena,Philadelphia,PA,2027-03-11T19:00Z,39.9012,-75.172
fake_65,nba,New York Knicks,Minnesota Timberwolves,Madison Square Garden,New York,NY,2027-06-01T19:00Z,40.7505,-73.9934
fake_66,nba,Orlando Magic,Boston Celtics,Kia Center,Orlando,FL,2027-07-18T19:00Z,28.5392,-81.3839
fake_67,nba,Portland Trail Blazers,San Antonio Spurs,Moda Center,Portland,OR,2028-07-22T19:00Z,45.5316,-122.6668
fake_68,nba,Washington Wizards,Houston Rockets,Capital One Arena,Washington,DC,2028-08-06T19:00Z,38.8981,-77.0209
fake_69,nba,Houston Rockets,Orlando Magic,Toyota Center (Houston),Houston,TX,2027-04-10T19:00Z,29.7508,-95.3621
fake_70,nba,Miami Heat,Phoenix Suns,Kaseya Center,Miami,FL,2027-09-10T19:00Z,25.7814,-80.187
fake_71,nba,Brooklyn Nets,Tennessee Titans,Barclays Center,Brooklyn,NY,2028-10-24T19:00Z,40.6826,-73.9754
fake_72,nfl,Philadelphia Eagles,New York Giants,Lincoln Financial Field,Philadelphia,PA,2028-09-17T19:00Z,39.9008,-75.1675
fake_73,nba,Utah Jazz,New Orleans Pelicans,Delta Center,Salt Lake City,UT,2027-05-25T19:00Z,40.7683,-111.9011
fake_74,nba,New Orleans Pelicans,Sacramento Kings,Smoothie King Center,New Orleans,LA,2027-12-15T19:00Z,29.949,-90.0821
fake_75,nba,Miami Heat,Philadelphia 76ers,Kaseya Center,Miami,FL,2028-02-24T19:00Z,25.7814,-80.187
fake_76,nba,Orlando Magic,New York Giants,Kia Center,Orlando,FL,2027-05-28T19:00Z,28.5392,-81.3839
fake_77,nba,Miami Heat,Detroit Pistons,Kaseya Center,Miami,FL,2028-06-28T19:00Z,25.7814,-80.187
fake_78,nfl,Pittsburgh Steelers,Phoenix Suns,Acrisure Stadium,Pittsburgh,PA,2028-02-25T19:00Z,40.4468,-80.0158
fake_79,nfl,New York Giants,Orlando Magic,MetLife Stadium,East Rutherford,NJ,2027-12-19T19:00Z,40.8135,-74.0745
fake_80,nfl,Denver Broncos,Los Angeles Lakers,Empower Field at Mile High,Denver,CO,2028-03-20T19:00Z,39.7439,-105.0201
fake_81,nba,Indiana Pacers,Houston Texans,Gainbridge Fieldhouse,Indianapolis,IN,2027-04-26T19:00Z,39.7639,-86.1555
fake_82,nba,Minnesota Timberwolves,Dallas Mavericks,Target Center,Minneapolis,MN,2028-09-09T19:00Z,44.9795,-93.276
fake_83,nba,Golden State Warriors,Cleveland Cavaliers,Chase Center,San Francisco,CA,2027-06-23T19:00Z,37.768,-122.3878
fake_84,nba,Detroit Pistons,Indiana Pacers,Little Caesars Arena,Detroit,MI,2028-09-22T19:00Z,42.341,-83.0553
fake_85,nfl,Los Angeles Rams,Detroit Pistons,SoFi Stadium,Inglewood,CA,2027-07-02T19:00Z,33.9535,-118.3392
fake_86,nba,Oklahoma City Thunder,San Antonio Spurs,Paycom Center,Oklahoma City,OK,2027-12-28T19:00Z,35.4634,-97.5151
fake_87,nba,Detroit Pistons,Memphis Grizzlies,Little Caesars Arena,Detroit,MI,2027-12-11T19:00Z,42.341,-83.0553
fake_88,nba,Miami Heat,Seattle Seahawks,Kaseya Center,Miami,FL,2028-08-05T19:00Z,25.7814,-80.187
fake_89,nba,Portland Trail Blazers,Orlando Magic,Moda Center,Portland,OR,2028-11-14T19:00Z,45.5316,-122.6668
fake_90,nba,Philadelphia 76ers,Brooklyn Nets,Xfinity Mobile Arena,Philadelphia,PA,2027-11-26T19:00Z,39.9012,-75.172
fake_91,nfl,Arizona Cardinals,Golden State Warriors,State Farm Stadium,Glendale,AZ,2028-09-24T19:00Z,33.5276,-112.2626
fake_92,nba,Detroit Pistons,New England Patriots,Little Caesars Arena,Detroit,MI,2028-08-16T19:00Z,42.341,-83.0553
fake_93,nba,Chicago Bulls,Miami Heat,United Center,Chicago,IL,2027-12-03T19:00Z,41.8807,-87.6742
fake_94,nfl,Chicago Bears,Philadelphia 76ers,Soldier Field,Chicago,IL,2028-02-26T19:00Z,41.8623,-87.6167
fake_95,nba,Boston Celtics,Oklahoma City Thunder,TD Garden,Boston,MA,2027-07-27T19:00Z,42.3662,-71.0621
fake_96,nba,Milwaukee Bucks,Los Angeles Lakers,Fiserv Forum,Milwaukee,WI,2028-06-27T19:00Z,43.045,-87.9172
fake_97,nba,Phoenix Suns,Boston Celtics,Mortgage Matchup Center,Phoenix,AZ,2027-10-28T19:00Z,33.4457,-112.0712
fake_98,nba,Miami Heat,Washington Commanders,Kaseya Center,Miami,FL,2028-11-25T19:00Z,25.7814,-80.187
fake_99,nba,Orlando Magic,Washington Wizards,Kia Center,Orlando,FL,2027-11-26T19:00Z,28.5392,-81.3839
fake_100,nba,Toronto Raptors,Oklahoma City Thunder,Scotiabank Arena,Toronto,ON,2027-03-15T19:00Z,43.6435,-79.3791
fake_101,nba,LA Clippers,Melbourne United,Intuit Dome,Inglewood,CA,2028-04-23T19:00Z,33.9425,-118.3411
fake_102,nba,Cleveland Cavaliers,Phoenix Suns,Rocket Arena,Cleveland,OH,2028-03-28T19:00Z,41.4965,-81.6882
fake_103,nba,Indiana Pacers,LA Clippers,Gainbridge Fieldhouse,Indianapolis,IN,2028-05-03T19:00Z,39.7639,-86.1555
fake_104,nba,Cleveland Cavaliers,Los Angeles Lakers,Rocket Arena,Cleveland,OH,2027-01-13T19:00Z,41.4965,-81.6882
fake_105,nba,Washington Wizards,Indiana Pacers,Capital One Arena,Washington,DC,2027-07-21T19:00Z,38.8981,-77.0209
fake_106,nba,Dallas Mavericks,Atlanta Falcons,American Airlines Center,Dallas,TX,2027-01-07T19:00Z,32.7905,-96.8104
fake_107,nba,Brooklyn Nets,Utah Jazz,Barclays Center,Brooklyn,NY,2027-10-08T19:00Z,40.6826,-73.9754
fake_108,nba,Atlanta Hawks,New York Knicks,State Farm Arena,Atlanta,GA,2028-01-01T19:00Z,33.7573,-84.3963
fake_109,nfl,New York Jets,Portland Trail Blazers,MetLife Stadium,East Rutherford,NJ,2027-07-23T19:00Z,40.8135,-74.0745
fake_110,nba,Cleveland Cavaliers,Minnesota Timberwolves,Rocket Arena,Cleveland,OH,2027-04-13T19:00Z,41.4965,-81.6882
fake_111,nba,Indiana Pacers,New Orleans Saints,Gainbridge Fieldhouse,Indianapolis,IN,2027-02-11T19:00Z,39.7639,-86.1555
fake_112,nba,Memphis Grizzlies,Dallas Mavericks,FedExForum,Memphis,TN,2027-07-25T19:00Z,35.1382,-90.0505
fake_113,nfl,Buffalo Bills,New England Patriots,Highmark Stadium (Old),Orchard Park,NY,2027-11-22T19:00Z,42.7738,-78.787
fake_114,nba,Portland Trail Blazers,Golden State Warriors,Moda Center,Portland,OR,2027-10-21T19:00Z,45.5316,-122.6668
fake_115,nba,Miami Heat,Atlanta Hawks,Kaseya Center,Miami,FL,2028-12-07T19:00Z,25.7814,-80.187
fake_116,nba,Chicago Bulls,New Orleans Saints,United Center,Chicago,IL,2027-07-20T19:00Z,41.8807,-87.6742
fake_117,nfl,New England Patriots,Boston Celtics,Gillette Stadium,Foxborough,MA,2027-02-04T19:00Z,42.0909,-71.2643
fake_118,nba,Philadelphia 76ers,Cleveland Browns,Xfinity Mobile Arena,Philadelphia,PA,2027-10-24T19:00Z,39.9012,-75.172
fake_119,nba,Dallas Mavericks,Toronto Raptors,American Airlines Center,Dallas,TX,2028-06-26T19:00Z,32.7905,-96.8104
fake_120,nba,Philadelphia 76ers,Denver Nuggets,Xfinity Mobile Arena,Philadelphia,PA,2028-11-03T19:00Z,39.9012,-75.172
fake_121,nba,Minnesota Timberwolves,Cleveland Cavaliers,Target Center,Minneapolis,MN,2028-12-01T19:00Z,44.9795,-93.276
fake_122,nba,Denver Nuggets,New Orleans Pelicans,Ball Arena,Denver,CO,2027-09-20T19:00Z,39.7487,-105.0077
fake_123,nba,Philadelphia 76ers,Denver Nuggets,Xfinity Mobile Arena,Philadelphia,PA,2028-05-21T19:00Z,39.9012,-75.172
fake_124,nba,LA Clippers,Chicago Bears,Intuit Dome,Inglewood,CA,2027-08-13T19:00Z,33.9425,-118.3411
fake_125,nba,Oklahoma City Thunder,Houston Rockets,Paycom Center,Oklahoma City,OK,2028-11-20T19:00Z,35.4634,-97.5151
fake_126,nba,Cleveland Cavaliers,Orlando Magic,Rocket Arena,Cleveland,OH,2027-06-11T19:00Z,41.4965,-81.6882
fake_127,nba,Cleveland Cavaliers,Sacramento Kings,Rocket Arena,Cleveland,OH,2028-06-18T19:00Z,41.4965,-81.6882
fake_128,nba,New York Knicks,Memphis Grizzlies,Madison Square Garden,New York,NY,2028-02-01T19:00Z,40.7505,-73.9934
fake_129,nba,San Antonio Spurs,Memphis Grizzlies,Frost Bank Center,San Antonio,TX,2027-05-07T19:00Z,29.4269,-98.4375
fake_130,nba,Utah Jazz,Portland Trail Blazers,Delta Center,Salt Lake City,UT,2028-09-10T19:00Z,40.7683,-111.9011
fake_131,nba,Milwaukee Bucks,Jacksonville Jaguars,Fiserv Forum,Milwaukee,WI,2028-07-23T19:00Z,43.045,-87.9172
fake_132,nba,Miami Heat,Washington Wizards,Kaseya Center,Miami,FL,2027-05-03T19:00Z,25.7814,-80.187
fake_133,nba,Denver Nuggets,Memphis Grizzlies,Ball Arena,Denver,CO,2027-03-18T19:00Z,39.7487,-105.0077
fake_134,nba,Philadelphia 76ers,Atlanta Hawks,Xfinity Mobile Arena,Philadelphia,PA,2027-05-23T19:00Z,39.9012,-75.172
fake_135,nba,Team Stars,Pittsburgh Steelers,Intuit Dome,Inglewood,CA,2027-01-08T19:00Z,33.9425,-118.3411
fake_136,nba,Chicago Bulls,Sacramento Kings,United Center,Chicago,IL,2027-08-20T19:00Z,41.8807,-87.6742
fake_137,nba,Minnesota Timberwolves,Los Angeles Lakers,Target Center,Minneapolis,MN,2028-11-24T19:00Z,44.9795,-93.276
fake_138,nba,Phoenix Suns,San Francisco 49ers,Mortgage Matchup Center,Phoenix,AZ,2027-02-01T19:00Z,33.4457,-112.0712
fake_139,nfl,Arizona Cardinals,Memphis Grizzlies,State Farm Stadium,Glendale,AZ,2027-03-16T19:00Z,33.5276,-112.2626
fake_140,nba,Philadelphia 76ers,Phoenix Suns,Xfinity Mobile Arena,Philadelphia,PA,2028-03-12T19:00Z,39.9012,-75.172
fake_141,nba,Indiana Pacers,Arizona Cardinals,Gainbridge Fieldhouse,Indianapolis,IN,2028-12-04T19:00Z,39.7639,-86.1555
fake_142,nfl,Detroit Lions,Houston Rockets,Ford Field,Detroit,MI,2028-07-09T19:00Z,42.34,-83.0456
fake_143,nba,Dallas Mavericks,Cleveland Cavaliers,American Airlines Center,Dallas,TX,2028-12-19T19:00Z,32.7905,-96.8104
fake_144,nba,New York Knicks,New Orleans Pelicans,Madison Square Garden,New York,NY,2028-08-17T19:00Z,40.7505,-73.9934
fake_145,nba,Atlanta Hawks,Cleveland Cavaliers,State Farm Arena,Atlanta,GA,2028-10-06T19:00Z,33.7573,-84.3963
fake_146,nba,Minnesota Timberwolves,Cleveland Cavaliers,Target Center,Minneapolis,MN,2028-02-19T19:00Z,44.9795,-93.276
fake_147,nba,San Antonio Spurs,Denver Broncos,Frost Bank Center,San Antonio,TX,2027-04-24T19:00Z,29.4269,-98.4375
fake_148,nba,LA Clippers,Orlando Magic,Intuit Dome,Inglewood,CA,2027-01-08T19:00Z,33.9425,-118.3411
fake_149,nba,Dallas Mavericks,Brooklyn Nets,American Airlines Center,Dallas,TX,2028-07-05T19:00Z,32.7905,-96.8104
fake_150,nba,Portland Trail Blazers,Golden State Warriors,Moda Center,Portland,OR,2028-04-11T19:00Z,45.5316,-122.6668
fake_151,nba,Minnesota Timberwolves,Dallas Mavericks,Target Center,Minneapolis,MN,2028-05-27T19:00Z,44.9795,-93.276
fake_152,nba,Charlotte Hornets,Toronto Raptors,Spectrum Center,Charlotte,NC,2028-02-17T19:00Z,35.2251,-80.8392
fake_153,nba,Cleveland Cavaliers,New York Knicks,Rocket Arena,Cleveland,OH,2027-04-26T19:00Z,41.4965,-81.6882
fake_154,nba,Utah Jazz,Washington Wizards,Delta Center,Salt Lake City,UT,2028-02-15T19:00Z,40.7683,-111.9011
fake_155,nba,Milwaukee Bucks,Jacksonville Jaguars,Fiserv Forum,Milwaukee,WI,2028-06-03T19:00Z,43.045,-87.9172
fake_156,nba,Orlando Magic,San Antonio Spurs,Kia Center,Orlando,FL,2027-06-07T19:00Z,28.5392,-81.3839
fake_157,nba,Sacramento Kings,Milwaukee Bucks,Golden 1 Center,Sacramento,CA,2028-12-20T19:00Z,38.5802,-121.4997
fake_158,nba,New Orleans Pelicans,San Antonio Spurs,Smoothie King Center,New Orleans,LA,2028-10-16T19:00Z,29.949,-90.0821
fake_159,nfl,Philadelphia Eagles,Los Angeles Rams,Lincoln Financial Field,Philadelphia,PA,2027-12-18T19:00Z,39.9008,-75.1675
fake_160,nfl,Pittsburgh Steelers,Kansas City Chiefs,Acrisure Stadium,Pittsburgh,PA,2027-03-01T19:00Z,40.4468,-80.0158
fake_161,nba,Toronto Raptors,Detroit Pistons,Scotiabank Arena,Toronto,ON,2027-09-12T19:00Z,43.6435,-79.3791
fake_162,nba,Dallas Mavericks,Chicago Bears,American Airlines Center,Dallas,TX,2027-06-01T19:00Z,32.7905,-96.8104
fake_163,nfl,Tennessee Titans,Detroit Pistons,Nissan Stadium,Nashville,TN,2028-12-24T19:00Z,36.1665,-86.7713
fake_164,nba,Boston Celtics,Brooklyn Nets,TD Garden,Boston,MA,2027-09-08T19:00Z,42.3662,-71.0621
fake_165,nba,Sacramento Kings,Utah Jazz,Golden 1 Center,Sacramento,CA,2027-03-23T19:00Z,38.5802,-121.4997
fake_166,nba,Indiana Pacers,Golden State Warriors,Gainbridge Fieldhouse,Indianapolis,IN,2027-04-28T19:00Z,39.7639,-86.1555
fake_167,nba,Miami Heat,New York Knicks,Kaseya Center,Miami,FL,2028-08-24T19:00Z,25.7814,-80.187
fake_168,nba,LA Clippers,Utah Jazz,Intuit Dome,Inglewood,CA,2027-09-05T19:00Z,33.9425,-118.3411
fake_169,nba,Oklahoma City Thunder,Chicago Bulls,Paycom Center,Oklahoma City,OK,2027-10-19T19:00Z,35.4634,-97.5151
fake_170,nba,Oklahoma City Thunder,Memphis Grizzlies,Paycom Center,Oklahoma City,OK,2027-04-10T19:00Z,35.4634,-97.5151
fake_171,nba,Chicago Bulls,New Orleans Pelicans,United Center,Chicago,IL,2028-12-27T19:00Z,41.8807,-87.6742
fake_172,nfl,San Francisco 49ers,Toronto Raptors,Levi's Stadium,Santa Clara,CA,2028-08-09T19:00Z,37.403,-121.97
fake_173,nba,Denver Nuggets,Minnesota Timberwolves,Ball Arena,Denver,CO,2027-03-25T19:00Z,39.7487,-105.0077
fake_174,nfl,Los Angeles Rams,New York Knicks,SoFi Stadium,Inglewood,CA,2027-03-04T19:00Z,33.9535,-118.3392
fake_175,nba,Miami Heat,Memphis Grizzlies,Kaseya Center,Miami,FL,2028-06-14T19:00Z,25.7814,-80.187
fake_176,nba,Utah Jazz,Los Angeles Lakers,Delta Center,Salt Lake City,UT,2028-04-15T19:00Z,40.7683,-111.9011
fake_177,nba,Washington Wizards,Orlando Magic,Capital One Arena,Washington,DC,2028-02-03T19:00Z,38.8981,-77.0209
fake_178,nba,Toronto Raptors,New York Giants,Scotiabank Arena,Toronto,ON,2028-12-23T19:00Z,43.6435,-79.3791
fake_179,nba,Milwaukee Bucks,San Antonio Spurs,Fiserv Forum,Milwaukee,WI,2027-06-05T19:00Z,43.045,-87.9172
fake_180,nba,Dallas Mavericks,Philadelphia Eagles,American Airlines Center,Dallas,TX,2027-06-13T19:00Z,32.7905,-96.8104
fake_181,nba,Portland Trail Blazers,Oklahoma City Thunder,Moda Center,Portland,OR,2028-05-27T19:00Z,45.5316,-122.6668
fake_182,nba,Indiana Pacers,Brooklyn Nets,Gainbridge Fieldhouse,Indianapolis,IN,2028-08-18T19:00Z,39.7639,-86.1555
fake_183,nfl,Los Angeles Rams,Atlanta Hawks,SoFi Stadium,Inglewood,CA,2027-02-15T19:00Z,33.9535,-118.3392
fake_184,nba,San Antonio Spurs,Arizona Cardinals,Frost Bank Center,San Antonio,TX,2027-02-01T19:00Z,29.4269,-98.4375
fake_185,nba,Milwaukee Bucks,Washington Commanders,Fiserv Forum,Milwaukee,WI,2027-03-07T19:00Z,43.045,-87.9172
fake_186,nba,Indiana Pacers,Portland Trail Blazers,Gainbridge Fieldhouse,Indianapolis,IN,2027-10-19T19:00Z,39.7639,-86.1555
fake_187,nba,Orlando Magic,Indianapolis Colts,Kia Center,Orlando,FL,2027-01-03T19:00Z,28.5392,-81.3839
fake_188,nba,New York Knicks,Orlando Magic,Madison Square Garden,New York,NY,2028-03-03T19:00Z,40.7505,-73.9934
fake_189,nfl,Atlanta Falcons,Milwaukee Bucks,Mercedes-Benz Stadium,Atlanta,GA,2027-01-15T19:00Z,33.7554,-84.4008
fake_190,nba,Denver Nuggets,Philadelphia 76ers,Ball Arena,Denver,CO,2028-12-13T19:00Z,39.7487,-105.0077
fake_191,nba,Charlotte Hornets,Houston Rockets,Spectrum Center,Charlotte,NC,2028-11-14T19:00Z,35.2251,-80.8392
fake_192,nba,LA Clippers,Atlanta Hawks,Intuit Dome,Inglewood,CA,2027-03-09T19:00Z,33.9425,-118.3411
fake_193,nba,Indiana Pacers,Dallas Mavericks,Gainbridge Fieldhouse,Indianapolis,IN,2027-01-20T19:00Z,39.7639,-86.1555
fake_194,nba,Orlando Magic,Sacramento Kings,Kia Center,Orlando,FL,2027-11-10T19:00Z,28.5392,-81.3839
fake_195,nba,Los Angeles Lakers,Philadelphia 76ers,crypto.com Arena,Los Angeles,CA,2028-01-03T19:00Z,34.043,-118.2673
fake_196,nba,LA Clippers,Houston Rockets,Intuit Dome,Inglewood,CA,2027-07-07T19:00Z,33.9425,-118.3411
fake_197,nba,Cleveland Cavaliers,New York Jets,Rocket Arena,Cleveland,OH,2027-11-26T19:00Z,41.4965,-81.6882
fake_198,nba,Dallas Mavericks,Green Bay Packers,American Airlines Center,Dallas,TX,2027-07-26T19:00Z,32.7905,-96.8104
fake_199,nfl,Kansas City Chiefs,Miami Heat,Arrowhead Stadium,Kansas City,MO,2028-09-26T19:00Z,39.0489,-94.4839
