listing_id,candidate_event_id,label,split,embedding_cosine_sim
L000037,nba_401810536,0,train,0.336824
L000037,nba_401810543,0,train,0.32634223
L000037,nba_401810574,0,train,0.33962956
L000037,nba_401810547,0,train,0.32894373
L000037,nba_401810541,0,train,0.328641
L000037,nba_401810565,0,train,0.2553602
L000037,nba_401810560,0,train,0.3276835
L000037,nba_401810575,0,train,0.34601182
L000037,nba_401810579,0,train,0.2983384
L000037,nba_401810567,0,train,0.35423055
L000037,nba_401850920,0,train,0.32759714
L000037,nba_401810580,0,train,0.29495627
L000037,nba_401810551,0,train,0.27094012
L000037,nba_401810549,0,train,0.30726078
L000037,nba_401810548,0,train,0.31797695
L000037,nba_401810556,0,train,0.2624839
L000038,nba_401810558,1,train,0.311448
L000038,nba_401810562,0,train,0.24325942
L000038,nba_401810542,0,train,0.2790323
L000038,nba_401810578,0,train,0.26614103
L000038,nba_401810535,0,train,0.2698661
L000038,nba_401810544,0,train,0.28672048
L000038,nba_401810586,0,train,0.27217826
L000038,nba_401810536,0,train,0.2066675
L000038,nba_401810543,0,train,0.21898003
L000039,nba_401810558,1,train,0.42831373
